class	pred
1	 I\m totally new to Arduino and microcontrollers for that matter so I\m having a hard time figuring out how to connect LEDs to multiple pins but using a common external power supply... I\ve created a starting light that\s connected to pin A0-A4 + A5 turn all LEDs on. I hooked each LED to its own pin directly A0-A4 for the countdown part 5 4 3 2 1 and then 5 additional LEDs to pin A5 GO!. For the countdown part when only one LED is on at a time there\s enought power. But If I were to light them all up at the same time there won\t be. So I figured that I should put a relay into the mix for that part and have them draw power from an external 12V power supply. I did managed to make the relay work in the circuit - switching all LEDs on/off and getting power from the external power supply. But only through one pin. I\m not sure how to have the start lights use an external power supply and at the same time get signals from multiple pins. How
1	 I\m using an 3 axis AccelerometerGY-521 to get the acceleration data and also the gyroscope to get the gyro data. I want to segment the signals at the idle points so that i can get the segmented signal at the idle points. Is there any algorithm or example code that i could use to segment this kind of signal? Any help would be appreciated. Thank You. 
1	 I am unable to get the XBee running on my relay shield. I\m looking to have two Xbee communicate with each other. Here is a test script I drafted. // We\ll use SoftwareSerial to communicate with the XBee:#include &lt;SoftwareSerial.h&gt;SoftwareSerial XBee2 3; // RX TXvoid setup{ // Set up both ports at 9600 baud. This value is most important // for the XBee. Make sure the baud rate matches the config // setting of your XBee. XBee.begin9600; Serial.begin9600; XBee.printlnThis will not show on XCTU or Serial Monitor; Serial.printlnThis will show on both XCTU and Serial Monitor;}void loop{ if Serial.available { // If data comes in from XBEE send it out to XCTU. XBee.writeSerial.read; } if XBee.available { // If data comes in from XCTU send it out to XBEE. Serial.writeXBee.read; }} The issue here is that the xbee is receiving/transmiting messages that are using Serial.write/read instead of the
1	 Currently I have three XBee. Two is configured as routers and one as a coordinator. For serial data that is being sent using two of the xbee router-->coordinator coordinator --> router this works fine. I tried attaching the coordinator to my pc output on the XCTU while the two routers are attached on two different arduino boards. The intent is for one of the arduino board sent serial data to the coordinator which will be reflected on the XCTU monitor and for said coordinator to propagate the recieved data to the arduino board with the 3rd xbee router reflecting the same data on the Arduinos serial monitor. [Router Arduino -> coordinator attached to PC -> Router Arduino] Any help will be greatly appreciated. 
1	 Actually I\m using the RF24 Library mantained by TMRh20 https://github.com/TMRh20/RF24 .I\m trying to get some type of direct communication between multiple modules working but I don\t want to use the RF24Network Library https://github.com/TMRh20/RF24Network which creates a mesh of connections. I currently have several arduinos that have to communicate between them. Every arduino has its own address starting from 0x0001 0x0000 is for a main module that manages everything and finishing to 0xFFFF. I want to directly communicate between the two NRF24L01+ modules without any intermediator because I don\t have problems of distance. The main thing that I want to be able to do is communicate directly not with just one module but choose if I want to broadcast to all the modules in an area I know that it can be done with range power modification
1	 I have been following http://arduino.cc/en/Tutorial/Fade to fade and LED. But I don\t know why they are using a 220 Ohm resistor. According to Ohms law if LED is of 2.2 V and it runs on 0.025Amps and is connected to 5V pin of Arduino then the resistor should be of 120 Ohms but why we are using 120 Ohm resistor ?One more thing. How can I collect value of resistor to be used with different output and input devices ? Thanks in advance 
1	 I want to use all six I/O pins of an ATtiny85 that means also using the reset pin as an I/O pin however I found out that if I disable the RESET pin I can no longer program the ATtiny using an ISP programmer. However I found out that there are bootloaders for ATtiny which as far as I understand allow me to program the ATtiny through USB without the need of the RESET pin. My question is : How do I burn such a bootloader such as micronucleus for example to the ATtiny85? And how do I need to connect the ATtiny to USB after that like this? ? How do I program it after that? Keep in mind that in terms of burning bootloaders and modifying fuses I am a complete newbie. Also I\m using the ArduinoISP sketch as my ISP programmer since I don\t have a real ISP programmer but as far as I read that won\t be a prob
1	 So currently Im working on a project using a ATmega 2560 mcu card with a 10mhz crystal link#1. My main goal is to use the Arduino IDE to upload sketches to this chip to run my bread board circuit. In the beginning I had planned to use Atmel Studio to upload Arduino Sketches but I decided to go with the more direct route. I am using 2 programmers the Atmel ICE and the Atmel AVR ISP MKii. Anyways here is my issue I tried to use the Arduino ide and the MKii to burn the bootloader to the chip. However it did not work it uploaded but I was at that point no longer able to communicate with the device. When I switched to Atmel Studio and used the ICE programmer my chip could not be read and recognized whereas before it could. I cant even program it. I had bought two I then figured I would try and read the fuse bits on the other programmer and burn the bootloader using atmel studio since the Arduino ide has no info on this and I looked up the proper bits to change l
1	 Today i ordered a 2x16 character LCD with white characters on black background. Now i was wondering if i can change the backlight led which i guess is white for the characters with a rgb led to change the character color. Did anyone do this before? Is it even possible that way? Ive seen rgb negative lcds from adafruit and sparkfun. Thanks Stan 
1	 I am trying to configure the payload values for the xbee-arduino library to send a 0 or 1 via xbee. This is my code TX: #include &lt;XBee.h&gt;XBee xbee = XBee;uint8_t payload[] = { 0 0 0 0 };XBeeAddress64 addr64 = XBeeAddress640x0 0xFFFF;ZBTxRequest zbTx = ZBTxRequestaddr64 payload sizeofpayload;ZBTxStatusResponse txStatus = ZBTxStatusResponse;int pin3 = 0;void setup { Serial.begin9600; xbee.setSerialSerial;}void loop { pin3 = analogRead3; payload[0] = 1 &gt;&gt; 8 &amp; 0xff; ///&lt;----this is the value I need to send via xbee. See the 1! payload[1] = 1 &amp; 0xff;///&lt;----this is the value I need to send via xbee. See the 1! payload[2] = pin3 &gt;&gt; 8 &amp; 0xff; payload[3] = pin3 &amp; 0xff; xbee.sendzbTx; if xbee.readPacket500 { if xbee.getResponse.getApiId == ZB_TX_STATUS_RESPONSE { xbee.getResponse.getZBTxStatusResponsetxStatus; if txStatus.getDeliveryStatus == SU
1	 I\m about to buy Arduino Pro Mini http://arduino.cc/en/Main/ArduinoBoardProMini .As far as I can see it requires FTDI or similar circuit to program it. Should FTDI be present for communication with PC after sketch is uploaded to chip or there is a way to connect Arduino Pro Mini DIRECTLY to USB cable and PC? Is this also case with Arduino Pro Micro? https://www.sparkfun.com/products/12640 Thanks in advancePetar 
1	 I\m doing a program who get a line from the SD and shows it this function is called getData FULL CODE: #include &lt;SD.h&gt;#include &lt;MemoryFree.h&gt;File myFile;int stringIndex = 0;int cursorPosition = 0;char inputString [25];char inputChar;boolean endOfLine;char fullPath[11];void setup{ Serial.begin9600; Serial.printInitializing SD card.; pinMode10 OUTPUT; digitalWrite10 HIGH; if !SD.begin4 { Serial.printlninitialization failed!; return; } Serial.printlninitialization done.;}void loop{ Serial.printlngetDataSD; Serial.printfreeMemory=; Serial.printlnfreeMemory;}String getDataSD{ memsetinputString 0 sizeofinputString; getFileNameSD; myFile = SD.openfullPath; ifmyFile{ myFile.seekcursorPosition; endOfLine = false; whilemyFile.available &amp;&amp; endOfLine == false{ inputChar = myFile.read; ifinputChar == \*\{ whileinputChar != \\\n\{
1	 I am using I2C to communicate between a collection of ATtiny85s that are acting as controllers for various parts of a system and the Main Brain -- a RaspberryPi. Most of the ATtiny85s only have a couple of free pins left usually Pins 1 and 2 -- the reset and the pin that can\t be used for PWM so I can\t use something like a DIP switch to directly set device IDs. I\d rather not hardcode the device IDs when I push code to the tinys but I can\t think of a good simple and reliable way to do it otherwise. Anyone here have a suggestion? 
1	 I am planning to build a LED polar clock so it will need about 181 LEDs 12 Month 31 Day 7 Day-of-week 12 Hour 60 Minute 59 Second and I need to control each one individually. I will be buying everything from scratch so I ask for help on: Which arduino to use How to make it keep time How to control the LEDs The LEDs need to stay on once theyre lit e.g. at 5 oclock the 1-5 LEDs would be on.This is why I dont know that multiplexing or charlieplexing will work as I read that it is better if the LEDs wont be remaining on/only a few are on. The most that could be on is 179 Friday December 31 11:59:59 [Wont happen until 2021]. Thanks in advance. 
1	 I have a small problem with my bluetooth controlled system for RGB led strip not addressable one. I\m receiving colors via Jy-mcu linvor BT module from my android app. I was sending something like this: 255 255 255 1c for red green and blue color. 1 is id of the action. The last c character is there to recognize that it\s the end of one message. On arduino side I was parsing it like this: https://gist.github.com/anonymous/927eec05789269fb1c2a just a pseudo sketch. And my problem is - if I remove parsing of action it will work. But with it it doesn\t work colors are not parsed at all. I tried a several different ways but it wasn\t that fast. What could be the problem? 
1	 Problem I have an Arduino Nano connected via a USB cable Type A to Mini Type B to my MacBook Air Mid 2013 Model. The PWR LED is on while the arduino is connected. Opening the Arduino software pulling down the Tools &gt; Serial Port menu does not show me a valid serial port. All I see is: /dev/tty.Bluetooth-Incoming-Port/dev/cu.Bluetooth-Incoming-Port/dev/tty.Bluetooth-Modem/dev/cu.Bluetooth-Modem What Ive tried and did not work I have installed the correct FTDI driver v2.2.18. x64 for my MacBook Airs Corei5 file FTDIUSBSerialDriver_10_4_10_5_10_6_10_7.mpkg . Restarted after installation. Tried connecting arduino to both USB ports on my Air. More Info Running Mac OSX 10.10 Yosemite Same arduino and cable work when connected to a Windows machine or a Raspberry Pi. If it helps I can see the USB Serial in my Apple Logo &gt;
1	 I have a very simple circuit: 5v -> LED 5mm forward voltage of 2 V and max. current of 20mA -> 1k ohm resistor -> GND. I want to know how much current is flowing in my circuit. I am using this formula: U = R x I Since U = 5 and R = 1000 the current is according to the formula: 5/1000 = 0.005A. So far so good. The problem is when I try to check the voltage drop over the resistor and the LED. For calculating the voltage drop in the resistor I would use the same formula where I is my current 0.005A and R is the resistor 1k ohm. The result is: 5 V. Something very weird is happening here cause the voltage drop around my resistor should not be 5 V cause I know there must be another voltage drop around the LED. If 5V is in the resistor it would mean that 0v is around the LED and it should not light up but it does. Thank you helping me with this basic calculus. 
1	 I have a source power with 2 V and 100mA. I have an LED that has a forward voltage of 2 V and a max current of 20mA. Should I use a resistor to reduce the current? I see many formulas in the internet saying the the resistor value should be: Source Voltage - LED forwared voltage/LED max current This formula always worked fine for me but now that I have a 2 V source power this formula tells me that the resistor should be 0 ohm. Of course this would damage my LED cause the 100mA provided by my source power is way above the 20mA current limit of the lED. 
1	 I was wondering why there is a 15 ms delay between each iteration of a the main loop. Code :The following code shows the execution time expressed in microsec between each loop void setup{ Serial.begin9600;}void loop{ Serial.println; Serial.printStart: ; Serial.printmicros; Serial.print/////////////////////; Serial.printEnd:; Serial.printmicros; } Output : Start: 789452/////////////////////End:821692Start: 837292/////////////////////End:869532Start: 885132/////////////////////End:917372Start: 932972/////////////////////End:965212 Arduino needs 32240 msec to print the messages to serial and to call the micros function twice. And this it\s fine. Now considering the difference between the values of the End and the following Start one question arises: What does Arduino do between each loop? 
1	 I have a simple project with a close deadline. I am trying to light up 5 LEDs as part of the project. The first 4 light up in sequence fine and if I light up just the last one it lights up fine but if all 5 are lit at once the very last LED is very dim. I swapped out cables the pin on the Arduino resistor LED. What would explain that? Input amperage? Too strong a resistor? I have a 330 ohm resistor in between each LED and ground. I am using one of the neat resistors from SparkFun that packages up the 5 330 ohm resistors together with a common ground wire. I bought two and tried swapping it out with no change. http://imgur.com/fE9t5ZI Here is my code: /* Blink without Delay http://www.arduino.cc/en/Tutorial/BlinkWithoutDelay */const int startButtonPin = 6;const int reedSwitchPin = 7;const int ledPins[] = {89101113};const int numLeds = 5;const long interval = 1000; //
1	 Hi just begnning my life in arduino. i wanted to try and experiment on 24V DC motors Dual and was looking for controllers compatible with Arduino UNO. When i found this http://www.robotshop.com/en/pololu-trex-jr-motor-controller.html The specifications state that Dual motor controller - 2.5A 5-24V Analog voltage RC Serial TTL/RS-232 interfaces Safety features Safe-start motor shutdown on error Weight: 14g Normally looking at other forums what I found out was that because a fully charged 24V battery can provide more than 24 V to control a 24 V motor with a 24V battery i must use a controller whose specification higher range is higher than 24 V is this correct? what exactly to look for when buying a controller like this one? 
1	 I\m working on a project and I need to print serial to a LCD but only if the first letter of the serial is : I have the serial being stored in a char and a if statement reading the first letter of the char to see if it is : From there I can\t get it to print to the LCD without the first letter. I also don\t know how to clear the char. #include &lt;LiquidCrystal.h&gt;LiquidCrystal lcd12 11 5 4 3 2;char inData[20];char inChar;byte index = 0;void setup{ lcd.begin16 2; Serial.begin9600;}void loop{ whileSerial.available &gt; 0 { ifindex &lt; 19 { inChar = Serial.read; inData[index] = inChar; index++; inData[index] = \\\0\; } ifinData[0] == \:\ { lcd.printinData; } } } 
1	 I am fairly new to Arduino programming and I have been set with the task of scrolling my name across a LOL shield http://jimmieprodgers.com/kits/lolshield/ with a potentiometer. I really don\t have any idea how to do this and when i tried to look it up online there is nothing for such a task. I did look at the library references on the lol shield website but I couldn\t make sense of it. What I did find was a lol shield sequencer http://sequoia.github.io/LSS/ to allow animation on the lol shield and i figured that might help but i dont know how to use that code to create a scrolling effect with a potentiometer. 
1	 So Im trying to read 4 different analog values and store each one to a variable. I imagine doing this by first initializing the ADC registers and each time it enters the ADC ISR checking which port it read from and saving it to the corresponding variable. Then setting the ADMUX to the next ADC port and repeating the whole process. Unfortunately something goes wonky and I just cant figure out what it is. If I get rid of the switch case and just read from one port it all works fine but if I put the switch case back in and try to cycle through them it stops working. Please ignore the rest of code as this is not complete. I just included everything I could. Eventually this will take in 4 values. Then use them for error checking and a PID loop. Thanks for any help! /* * Throttle_by_Wire.c * * Basic throttle by wire controller * for the 2015 Formula Hybrid car * * Created on: Nov 24 2014 * Author: Austin R. Bartz * * Pin Connections: * PB2 - Motor S
1	 I am working on project that my team need to detect the presence of the people. At first we tried with motion sensor but it wasnt the way that we want it to work. We want to detect presence of the people even they dont move. We decide to go with Omron Thermal Sensor D6T-44-L06. However there lacking of tutorial or simple code online that actually show how to connect that Omron thermal sensor with Arduino. How can I interface this with Arduino? 
1	 I\m trying to send 60 float values via serial. Numbers are provided by an accelerometer and saved in a 240 bytes-long array. The array is sent to a function and these values are then copied in a structure. The problem The content of the array is still correct when the function is called. Then when I copy it in the structure something wrong happens and data are modified after the 26th float. Where does the modification of an array of floats take place? void sendBuffAccfloat a[]{ int stepCont = 1; // Prints the content of the globally defined array buffXAccToSend Serial.println; for int i=0;i&lt;sizeBuffAcc;i++ { Serial.printval: ; Serial.printi; Serial.print ; Serial.printlnbuffXAccToSend[i]; } Serial.println; MyShortCommand * pMyCmdShort = MyShortCommand *&amp;bufferAcc[sizeofMyControlHdr]; for int i=0;i&lt;sizeBuffAcc;i++ { Serial.printval: ; Serial
1	 I\m doing a project where i need a live video capture not taking pictures. Is it possible on arduino? With this cam ? I want to send the stream to my PC over ethernet. Is it possible? Will it work? I am asking is it possible for normal live video not for code because I\ve read that arduino could be too slow for processing. Please help.Thanks Anerso 
1	 I have followed this tutorial: http://www.instructables.com/id/Automatically-water-your-small-indoor-plant-using-/?ALLSTEPS Every time i try to run my circuit My transistor gets very hot and breaks. I have exactly the same parts as the tutorial. I have also tested the circuit with 3.3V Power supply and a diode instead of an engine this works. I am super thankfull for any answers. 
1	 I have been working on a project for work Im a waiter :/ I was tasked to build a food wait time display that receives input from the kitchen and echoes the time via bluetooth to another display.So that we are all on the same page I will describe what I have built and where I am stuck. Before I do I would like to state that I have: been planning and prototyping this thing for over a month googled/crawled all over the web looking for answers read the entire manual on the HC05 module Bound both of the bluetooth modules via AT commands One as Master the other as Slave Now with that out out the way here is what I have so far: 2x Arduino uno R3 2x 16x2 LCD Display 2x HC05 Bluetooth Modules 1 set as Master the other as Slave &amp; bound using AT Commands 2x 10K Potentiometers for adjusting the contrast 3x Momentary push Button switches on Master with pull-up resistors
1	 I have a Blend Micro board and everything is good so far. I have installed all the arduino stuff and BLE Controller app on Android . From the app I can see the board and uploading the Chat example I can chat with the board using the Arduino IDE Serial Monitor and the BLE Chat app. Moreover I have tried the Blend Micro node.js module and I can again connect with the board see it and establish the nodejs --&gt; serial monitor channel. But what I didn\t manage to do so far is to pair the board with my Mac OS/X 10.8.5. I click on the top bar in the Bluetooth icon and if I click on Browse
1	 I\m reading the temperature with my Arduino Due: double Conversionint RawADC { double Temp; Temp = RawADC * 3.3 / 1024.0; Temp = Temp - 0.5/0.01; return Temp;}int n = 1000;int j = 0;long lastTime = 0;int averagingTime = 1000;int outputFreq = 5000;void setup { Serial.begin9600;}void loop { double sum = 0.0; int i = 0; while millis-lastTime &lt; averagingTime { sum = sum + ConversionanalogReadA1; i = i+1; } delayoutputFreq - averagingTime; lastTime = millis; sum = sum/i; Serial.printmillis; Serial.print\\t; Serial.printsum; Serial.print\\n;} And then reading the serial output with a simple python script: import serialimport codecsser = serial.Serial\/dev/ttyACM0\ 9600while True: line = ser.readline print line When I run the python script sometimes there is some garbage at the beginning of the output the first line below: 15000 20.661000
1	 How do you determine if an Arduino shield uses 3.3V or 5V on their pins? Previously I thought all Arduino shields used 5V since thats what most Arduinos use. However Ive been researching Arduino-compatible single-board computers like the PCDuino and Galileo but these all seem to use 3.3V. More confusingly theyre vague about what types of Arduino shields they support. The PCDuino claims to only support 3.3V shields but has an adapter shield to convert 5V. The Galileo has a jumper to support either 3.3V or 5V shields. The main problem is how do you determine what voltage level Arduino shields use? I have a Seeedstudio motor shield and a Sain Smart sensor shield and while they both take 5V power input the docs dont mention anything about logic voltage level. How do I determine this? 
1	 Is it possible to use the 2760342 ultrasonic range sensor with an Arduino Due? The docs say it takes a 5V input but doesn\t specify the output but I\m assuming it also outputs a 5V signal. Does this make it incompatible with the Due? I\ve tested it with an Uno it it works flawlessly. I\ve been researching using a Due and some other ARM based single-board computers but they all seem to use 3.3V while almost all Arduino shields and sensors use 5V. I\m hesitant to upgrade to these boards if I have to purchase an entire new set of shields and sensors. And I have no interest in hacking in some clunky custom voltage level shifter. Why isn\t everything standardized on 5V? 
1	 I connect Arduino Yun to my Computer with wifi. I was able to get the IP address of my Arduino Yun. However when I try to print something. It seem to not working at all. The following code is the one that I try: void setup { Serial.begin9600; }void loop { // print labels Serial.printNO FORMAT; delay100;} I did not get any kind of error. However when I open the Serial Terminal it shows nothing at all. I try to use the same code with Arduino Uno. It works fine. 
1	 I am using an ArduinoFio and a BC127 datasheet . I\m having troubles getting the serial connection working properly from the Arduino to the BC127 and viceversa. I wasn\t able to communicate with the BC127 and I don\t know if is because isn\t correctly powered on or something else. I\ve connected pin 0 of the BC127 to GND pin 33 to 3V3 and pin 4142 RX TX to the TX RX arduino\s pins. I\ve tested with the tester that all wires are connected but the BC127 seems dead. Any help is appreciated :| 
1	 I try to test Grove - Infrared Temperature Sensor on Ardiuno Yun with the sample code but it dose not work in the console it show that the object temperature is out of range all the time. However when I try to test it on Ardiuno Uno it works fine. The following code is the one I use to with Grove Temperature sensor. #include &lt;math.h&gt; #include&lt;Console.h&gt; //#include &lt;NewSoftSerial.h&gt; //if display in LCDseeed serial LCD driver //#include &lt;SerialLCD.h&gt; //if display in LCDseeed serial LCD driver //#include temp.h const int temp_analog_in = A0; // Analog input pin connect to temperature sensor SUR pin const int objt_analog_in = A1; // Analog input pin connect to temperature sensor OBJ pin float temp_calibration=0; //this parameter was used to calibrate the temperature //float objt_calibration=0.000; //this parameter was used to calibrate the object temperature float temperature_range=10;
1	 I have a USB 2 Serial adapter and the device is working fine. I see the device perfectly configured in my System. I have connected the TX0 pin of Arduino to DB 2 pin read pin of the adapter. Below is my Arduino code: int i = 0;void setup{ Serial.begin9600;}void loop{ fori=0;i&lt;6;i++ { Serial.writeH; delay100; }} But when I try to read thru terminal software of data received at my COM port I see some junk character incoming. I am pretty sure that I am using same baud rate / flow setting both side. Why am I facing this issue - do I need to connect any other pins also as I just need to receive data at system side? 
1	 I\m looking to achieve the following: USB HID Mouse or Keyboard -&gt; [ Arduino device ] -&gt; PC | `-&gt; Internet Basically I want to connect a keyboard or mouse to an Arduino device do some processing send some data over the internet and then pass-through the USB data to the PC as if the Arduino wasn\t even there. My question is twofold: what hardware should I use? Right now I\m looking at the following peripherals: Arduino Uno R3 SMD Arduino Ethernet Shield SparkFun USB Host Shield Since I\m a complete neophyte when it comes to Arduino I wanted to double-check and make sure my parts will fit together as well as work towards
1	 I use official Arduino GSM Shield with Uno R3. I uploaded web server examples from official GSM library. I use a simple python script to make TCP/IP connections to my GSM Shield web server. I send simple requests from my computer to shield and it responses back. At first this worked like a charm. I even connected a led to arduino uno and started turn it on and off. But after some time I get timeout errors from my script. I turned on debug mode of gsm shield. At first it displayed normal stuff. When connection gone between my computer and shield it doesnt showed anything on serial window. I thought there is something wrong with shield but when I send a request from my computer; light of the shield indicates that there is a transmission incoming; but nothing shows on serial window. I think after some time connection between arduino and gsm shield gets broken. What could be done to make this web server more stable? I dont want it stop working af
1	 Can I use an ultrasonic sensor ir sensor serial communication with MATLAB on computer and i2c communication with a D6T MEMS thermal sensor simultaneously in Arduino UNO ? 
1	 Im having trouble getting the atmega328p chip to upload sketches using my ftdi. It always comes up with an error saying not in sync. I have an 8Mhz crystal with 22pf capacitors. The weird thing is I could flash the bootloader using my avrispmkII @ 3.3v. AFAIK this tells me the chip is running. I have an led connected to pin7. It doesnt flash when turn the power on. However it does flash when powered from 5v and everything is working fine. I could upload sketches using the ftdi. I have the ftdi on a breakout to pin headers. I have the reset pin wired up to the DTR via a 100nf capacitor. The reset has a 10k pull up. CTS pin is grounded. The usart is as follows tx atmega ---> rxftdi and rxatmega to txftdi. I have also switch between 3.3v and 5v logic using the vccio pin on the ftdi. I.e. vccio = 5v if atmega is 5v. I know the programmer need to know what voltage am using how critical is it since I dont have a 3.3v regulator to hand. I used a lm338 and
1	 I\m working with Arduino Uno Adafruit PN532 NFC/RFID Shield and along with other modules. I\m posting this test program because I found there\s conflict with the serial output while writing code to integrate all the modules together. I tried troubleshooting by running this code. The result wasn\t what I\d expected. In Arduino as far as I know setup only runs once after starting the program and then loop will be executed repeatedly. I ran the example sketch called readMiFare provided by Adafruit alone and it was fine. This code can be found at https://github.com/adafruit/Adafruit_NFCShield_I2C/blob/master/examples/readMifare/readMifare.pde . However when I did the following in main void setup { Serial.begin115200; nfctestsetup;}void loopvoid { nfctestloop;} the following conflict showed up. Whe
1	 I am working on a simple project using an Arduino Mega 2560 that involves reading a 12-bit binary encoder signal and which is used to cycle a digital pin high and low depending on the angular location of the encoder. My problem is that when the digital output pin is told to go low it only goes down to about 4V. I also noticed that it would occasionally dip down to ground instead of just 4V. Much to my surprise when I unplug the Arduino the digital output pin is still reading 4V. When I turned off power to my encoder which is connected up the the Arduino through 12 digital input pins the output pin dropped down to 0V. When I turn the encoder back on it goes back up to about 4V. I have tried connecting the output pin to ground and obviously the voltage goes to 0 but as soon as I remove the connection to ground the voltage springs back up to around 4V. It appears as though somehow the voltage being fed to the digital input pins in the form of a ~5V digital input si
1	 So I am not new to arduino however I am new with web servers. I am working on a project that can control a robotic arm that is at one location and I can be at my house. I know basic HTML Basic CSS Basic JavaScript and a tiny bit of JQuery. Only reason I say basic is because I self taught all these languages to myself using codeacademy. So I have a few questions since I done research on the matter. Can a project like this be done with just the languages I know? All the tutorials I have looked at say you have to know AJAX and JSON. I have no idea what these are. Also for the interface I need to be able to take the value of the encoders on the robot and view them. I also need a button that will record the value at that point in time of the encoders so I can configure the points and maybe even name them. A box where I can see the points and their coordinates and finally a box where i can place points in and then execute a sequence. How tough should this be?</p
1	 I got an Ethermega and learned that Pin 13 already has a LED. Are there other digital pins with special circuitry or already allocated to a specific function? like usbserialethernetsd etc I need about 30 inputs so I can skip some if that would avoid headaches. 
1	 I encountered a problem while working with Adafruit Bluefruit BLE and Adafruit PN532 NFC/RFID shield. Normally the bluetooth module starts advertising as soon as BLESerial.begin is called. In my case it didn\t start advertising even if BLESerial.begin was called in the setup. Source code: https://onedrive.live.com/redir?resid=959C60D417DEA366!136&amp;authkey=!AA33qSOnQbT2vhY&amp;ithint=folder%2c As you can see in the serial output console Bluefruit only started advertising after scanning a card on the NFC/RFID reader. However what I would like to see is to advertise Bluefruit as soon as the board is set up. For the record both the modules are in good shape as I tested them by running example sketches provided by Adafruit
0	 Is it possible to upgrade the firmware on an Arduino so that it can do more things such as change undervolting/ overvolting in order to provide more processing power. To do this you would have to most likely re flash the chip itself so how would that be accomplished? 
0	 Is it possible to run Linux on Arduino? If yes what steps and limitations need to be considered? If not what are the limitations that prevent this? 
0	 I have an Arduino Yn and it only has 16mb flash onboard for the Linux. I was wondering of it is possible to put a bootloader on the flash that uses the sd card as a rootfs? i want to be able to do more projects on it than those that can fit in 16 MB flash. 
0	 I made an awesome program the other day and I wanted to upload it to my Arduino. After clicking the upload button some really mean dude named avr came along and stopped me. He told me: avrdude: stk500_getsync: not in sync: resp=0x00 All I want to do is just upload my program but avr wont let me. Hes even unintelligible so can someone tell me what the heck hes trying to say? Is there any way I can ban him arrest him or simply get rid of him and his stupid message? Translation: Whenever I try to upload a program to my Arduino I get this error message: avrdude: stk500_getsync: not in sync: resp=0x00 What does this mean and how can I fix it? 
0	 I\ve made a clock using an Arduino but the time seems to drift. I am aware of the rollover issue; the clock seems to drift by about 15 minutes over the course of a week. I\m using a custom PCB with this resonator from Digi-key. The code reads the millis function at the beginning of each loop and works from that value. My question is: How can I measure time with an Arduino accurately enough to make a passable desk clock? 
0	 I have been able to connect MATLAB to my Uno with this line of code: a = arduino\COM4\; through this package: Matlab support package for Arduino . Right now MATLAB is my main script that will synchronize all the components [like the Arduino]. I am able to send pulses to my stepper-motor just by using: void loop { digitalWrite2 HIGH; delay1; digitalWrite2 LOW; delay1;} This works fine and will make the motor move about once every 2 milliseconds. My problem is that I cannot find a way to produce this same delay through MATLAB\s interface. I do know that MATLAB has a pause function but when I set up a loop in MATLAB like this: a = arduino\COM4\;for m = 1:400 a.digitalWrite2 1; pause0.001; a.digitalWrite2 0; pause
0	 If you want to submit sensor data such as temperature to a remote server/database somewhere you need to use some kind of call to a web server since it isnt possible to connect directly to a database from the Arduino. How do you post data to a JSON web service from an Arduino thats connected to the Internet? 
0	 I would like my compiles to exclude some code depending upon the flash/program space available. To be used in the demo code of a library I support. Whereas my current solution is to use a #ifdef of processor type. But I would like to be more general and not have to specify all the various chips. Rather it would be nice if there was a pre-processor constant that stated the available size. Where I am not fluent enough in gcc and or avr-gcc I might expect to find some constants similar those that define the beginning and end of the heap. On case example. Is that both the UNO and Leo have 32K of Flash. But the Leos core library uses 4K for USB support resulting in only 28K available. My Librarys demo is near maxed out on the UNO and I would like to automatically trim out based on available program space. 
0	 I am working on a real time application which is recording sensor data continuously. I need to process the data in realtime using R. Is there a way to connect and communicate with the uno board through RStudio via serial port? 
0	 The basic Arduino IDE lacks a lot of the sophistication present in other IDEs such as code completion code collapsing folder organisation and more. Are there other IDEs that allow programming in C/C++ and improve on these aspects? 
0	 Question: What registers do I use to access the IO on the Arduino Uno when I am using assembly for programming? Background: I was interested in practicing my assembly language skills on the Arduino I thought it would be easier to turn LEDs on/off than to worry about console IO. From doing a preliminary search I have found that the AVR toolchain can be used to program the Arduino. Yet I don\t quite know how to find the corresponding registers for the IO pins. 
0	 I want to unit test my Arduino code. Ideally I want to execute and test my code without uploading it to the board. What tools or libraries can help me with this? There is an Arduino emulator in development which could be useful but it doesn\t yet seem to be ready for use. 
0	 I have not already started to try but Im a good webmaster and Im just asking which way is more suitable for sending and keeping data from sensors and I/0 state in a database. Here are some points: Post versus get MySQL or others types Security layers Graphics render of datas google API? PHP ruby JavaScript... Able to send data requests to Arduinos Ethernet shield wifi I2c ??? Access via Android app... Anyway the goal here is to know pros and cons of integrate all my Arduino through database. 
0	 What is the best practice to make my Arduino circuit more robust against prototyping mistakes like shorting pins? I dont want the controller to release its blue magic smoke while experimenting with it what precautions can I make while designing a circuit? 
0	 I would like to start the development of some basic Arduino projects but I dont own an Arduino board yet. Is there a way I can write my code and emulate/test it using a desktop computer so after my board arrives I just have to upload and run my project on it? 
0	 In a project I am using a Seeeduino v3.0 as an Arduino clone. On the seeeduino website it says that It is based on the Duemilanove schematic 100% compatible to its existing program shield and IDEs. In fact I never had any problems with shields or the IDE. My question is now: Is the seeeduino and other clones really 100% compatible? The seeeduino board was considerable cheaper then an arduino. 
0	 I was looking at getting an enclosure to house my Arduino Uno R3 but Im not sure if I should also attach a fan. Does anyone have experience with this? It doesnt look like much heat is being generated but with no ventilation except some slits in the enclosure there wont be much air circulation without a fan. My concern with adding a fan was the fact that Id need to power it. 
0	 I need to simulate my Arduino project with other circuit components before implementing the project. Is there a decent simulator that runs on Mac platform? 
